,내용,날짜,별점,재구매,한달사용기,종류
9458,"한달사용기교정 칫솔 조아요 
잘 사용중이에요~~!",21.10.07.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9459,가격대비 가성ㅂ 조아요,21.11.06.,5,0,0,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
9460,한달사용기잘 사용하고 있습니다~,21.10.14.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 12개 실속패키지
9461,한달사용기상품 만족스러워요. 어차피 재구매라 지난번에도 만족해서 또산거에요!,21.10.01.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9462,한달사용기잘 사용하고 있어요,21.11.03.,5,0,한달사용기,선택: F_치간칫솔 / 종류: F-2 치간칫솔 L형 30p / 수량: 3S(입문자추천)
9463,"교정용 칫솔이 많이생겨서 좋네요 ! 
잘닦을게요",21.10.05.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9464,치아 교정할려구 구매했는데 배송도 빠르고 품질도 좋네요~~,21.10.29.,5,0,0,선택: F_치간칫솔 / 종류: F-1 치간칫솔 I형 50p / 수량: 1S
9465,한달사용기교정중이라 교정칫솔 용도로 구매했는데 사용감 좋아요,21.10.08.,4,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9466,상품교차 배송 되었습니다,21.11.02.,1,0,0,선택: 기획특가(리필형 칫솔) / 종류: 에코 지압칫솔 이중미세모(탄력) / 수량: 16개 실속패키지
9467,재구매이번에 교정칫솔이 바꼈네요 생각보다 좋아요,21.10.25.,5,재구매,0,선택: B_치과칫솔 / 종류: B-1 일반 강한모(치석제거용) / 수량: 12개 실속패키지
9468,재구매교정한  아이  위해  주문해서  사용중입니다  만족합니다,21.10.07.,5,재구매,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9469,한달사용기좋아요 잘 샀어요 재구매의사 있어요,21.10.08.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
9470,한달사용기좋아요 잘 샀어요 재구매의사 있어요,21.10.08.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-2 어금니 일반모(돔형) / 수량: 6개 실속패키지
9471,한달사용기지압손잡이 부분이 생각보다 지압력이 강력하네요. 칫솔자체는 마음에 드는데 손잡이가 조금 덜아팠으면 좋겠단 생각이들어요.,21.09.27.,4,0,한달사용기,선택: 기획특가(리필형 칫솔) / 종류: 에코 지압칫솔 이중미세모(탄력) / 수량: 16개 실속패키지
9472,좋아요~양치해도 치실을 사용하면 항상 찌꺼기가 나왔는데 치아사이에 낀건 어쩔수없이 치실로 빼야되구 치아 겉에 있는찌꺼기는 요걸로 없애서 좋아요~,21.09.23.,5,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 12개 실속패키지
9473,한달사용기잘사용하고 있어요 만족해요,21.10.13.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
9474,한달사용기잘쓰고있어요! 좋아요,21.10.11.,5,0,한달사용기,선택: F_치간칫솔 / 종류: F-2 치간칫솔 L형 30p / 수량: 2S(보편적인)
9475,세척이 잘되네요 만족합니다,21.10.11.,5,0,0,선택: B_치과칫솔 / 종류: B-5 고급 이중 미세모(탄력적인) / 수량: 12개 실속패키지
9476,세척이 잘되네요 만족합니다,21.10.11.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9477,좋아요~~~~~~~,21.11.11.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9478,한달사용기칫솔모가 부드러워서 자극 없이 편하게 사용 중입니다,21.10.07.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9479,한달사용기넘 금방 닳아요ㅜㅜ,21.11.06.,3,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9480,아이교정용 칫솔구매했어요.,21.10.12.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9481,교정치솔 좋은거같아요~~~~,21.11.04.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9482,"재구매여기꺼만 써요
너무좋아요",21.10.29.,5,재구매,0,선택: F_치간칫솔 / 종류: F-1 치간칫솔 I형 50p / 수량: 4S
9483,교정용 칫솔이 빨리 헐어서 구매했어요! 치과에서 사는것보다 저렴하고 좋은거 같아요~ 하나씩 캡도 있어 좋아요,21.09.25.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9484,한달사용기온식구들이잘사용하고있어요,21.10.31.,4,0,한달사용기,선택: D_어금니칫솔 / 종류: D-3 어금니 슬림모(부드러움) / 수량: 6개 실속패키지
9485,전에 쓰던 대왕칫솔보다 덜 부드럽지만 잘 닦이고 좋아요,21.10.27.,4,0,0,선택: A_대왕칫솔 / 종류: A-1 대왕 블랙 숯 이중미세모(탄력적인) / 수량: 12개 실속패키지
9486,칫솔모가 부드러운 편이라 좋아요,21.10.10.,5,0,0,선택: D_어금니칫솔 / 종류: D-4 컴팩트 라운드 스파이럴모 / 수량: 12개 개별 박스포장
9487,잘받았습니다많이파세요,21.10.12.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9488,깔끔하고 쓰기좋아요,21.10.13.,5,0,0,선택: D_어금니칫솔 / 종류: D-2 어금니 일반모(돔형) / 수량: 6개 실속패키지
9489,"칫솔이 떨어진줄 모르고
 부랴부랴 약국가서 3천원짜리
사서 쓰다가 배송왔길래 바꿨는데요
너무너무 부드럽고 양치도 잘됩니다",21.09.29.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9490,부모님댁 보내드럈어요^^,21.11.03.,5,0,0,선택: B_치과칫솔 / 종류: B-1 일반 강한모(치석제거용) / 수량: 12개 실속패키지
9491,부드럽고 좋아요 교정용으로 딱입니다,21.10.25.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9492,배송도 빠르고 포장도 잘되어있어요 다음에도 구매할게요,21.10.03.,5,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 개별 박스포장
9493,"한달사용기딸이쓰는거라 ㅈ
좋대요",21.11.05.,4,0,한달사용기,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
9494,좋아요. 감사합니다,21.10.09.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9495,"교정 칫솔 구매하면서 골고루 구입했네요^^
잘쓰겠습니다",21.10.02.,5,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
9496,배송빠르고 상품좋아요,21.10.12.,5,0,0,선택: F_치간칫솔 / 종류: F-4.리필형 치간칫솔 B세트 100p / 수량: L
9497,이번이 두 번째 구매하는 건데요. 상품이 좋은데 저렴해서 사용하기 좋아요~ 거기다가 배송도 빠르네요! 그리고 2세트 구매하니 사은품이 왔는데 처음 사용해봤는데 혀가 깨끗하게 닦아지네요~ 뇌물 감사합니다^^,21.09.11.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9498,탄탄싸고 좋아요! 디자인도 깔끔해서 굿,21.10.25.,5,0,0,선택: B_치과칫솔 / 종류: B-2 이중 미세모(탄력적인) / 수량: 12개 실속패키지
9499,한달사용기강한모를 샀는데 아프다고 하네요. 다음엔 약한모로 사야될것 같아요,21.10.21.,3,0,한달사용기,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
9500,뇌물 잘 받았습니다~^^,21.10.15.,5,0,0,선택: B_치과칫솔 / 종류: B-5 고급 이중 미세모(탄력적인) / 수량: 12개 실속패키지
9501,원래 쓰던 교정용 칫솔이 너무 빡빡해서 처음 사봤는데 부드러운 모가 아닌데도 적당히 부드러워서 좋아요! 칫솔도 예쁘고 저렴하게 잘 구매했습니다,21.10.13.,5,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
9502,한달사용기교정칫솔은 그냥그래요,21.11.01.,3,0,한달사용기,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
9503,교정 새로 시작해서 구매했어용 치과에서 받은건 너무 거칠어서 너무 힘들었는데 너무 부드럽고 좋아용 색깔도 다 예쁘고 회사랑 휴대용이랑 집에 놔두면서 쓰려구용 최고최고??,21.09.26.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9504,강한모 부드러운모 다 좋아요~~^^,21.11.02.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9505,하나 사용해봤는데 제가 좋아하는 적당한 모질이구 마음에 들어요!,21.10.25.,5,0,0,선택: B_치과칫솔 / 종류: B-2 이중 미세모(탄력적인) / 수량: 12개 실속패키지
9506,한달사용기좋아요 괜찮아요 ㅎㅎ,21.11.25.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9507,교정유지장치중인데  이사이가 좀 벌어져서  이물질이 잘껴요  여러 교정칫솔중 여기 고급미세모꺼 대박입니다 고급이랑 기본이랑 반반 시켰는데 고급이 사이즈도 작고 잘닦여요 너무 부드럽지도 않은게 모가 힘이있네요  일단 잘닦여서 좋네요 안그래도 고기먹고 낑겨서 닦았는데 잘빠지네요  진짜 추천,21.10.02.,5,0,0,선택: B_치과칫솔 / 종류: B-5 고급 이중 미세모(탄력적인) / 수량: 12개 실속패키지
9508,아직 써보지는 않았는데 포장이 깔끔해요,21.10.08.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9509,"한달사용기교정중에 잘 사용하고 있습니다
교정인에게 꼭 필요한 칫솔입니다",21.10.26.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9510,재구매늘 여기만 써요 부모님도 좋다함,21.10.25.,5,재구매,0,선택: B_치과칫솔 / 종류: B-5 고급 이중 미세모(탄력적인) / 수량: 12개 실속패키지
9511,"칫솔 잘 받았습니당 보관하기 좋네요 ~~
다만 어금니 전용 칫솔은 .. 상자가 열려있었어용 ㅠㅠ ,,, 낱개 칫솔 포장하실 때 좀 더 신경써주세용 ??
잘 쓸게요 ~~",21.09.24.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9512,한달사용기좋아요! 교정하고 있는데 딱이네요!,21.10.07.,5,0,한달사용기,선택: F_치간칫솔 / 종류: F-1 치간칫솔 I형 50p / 수량: 3S(입문자추천)
9513,한달사용기좋아요! 교정하고 있는데 딱이네요!,21.10.07.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9514,한달사용기좋아요! 교정하고 있는데 딱이네요!,21.10.07.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9515,빠른배송 좋은품질 좋아요,21.10.11.,5,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
9516,교정칫솔로는 최고네요 잘쓸게요 감사해요,21.10.25.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9517,재구매조아여조아 담에 또 살게요,21.11.02.,3,재구매,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9518,"추가 주문이요
교정칫솔 최고입니다.",21.10.30.,5,0,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
9519,V자로 파여있어서 교정인들 쓰기에 편리한거같아요,21.10.06.,5,0,0,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9520,미세모인데 부드러운 느낌은 아니고 탄탄하다고 해야하나?양치 잘되고 좋습니다.긋,21.09.28.,5,0,0,선택: B_치과칫솔 / 종류: B-2 이중 미세모(탄력적인) / 수량: 12개 실속패키지
9521,디자인이 바껴서 더 이쁘네요ㅎㅎ,21.10.11.,5,0,0,선택: F_치간칫솔 / 종류: F-2 치간칫솔 L형 30p / 수량: 4S
9522,너무 좋네요. 앞으로 쭉 여기 칫솔만 쓸거에요,21.10.23.,5,0,0,선택: B_치과칫솔 / 종류: B-3 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
9523,종류별로 사서 쓰고 있는데 잘 닦이는 것같네요,21.10.27.,4,0,0,선택: B_치과칫솔 / 종류: B-1 일반 강한모(치석제거용) / 수량: 12개 실속패키지
9524,아버지가 치과에서 미세모 쓰시라고 안내받으셔서 샀어요. 원체 강하게 양치하시다 초미세모 쓰시려니 개운한맛은 안난다 하시지만 치아건강을 위해선 어쩔수없죠ㅠ갯수도 많고 개별 캡도 있어서 좋습니다.,21.09.16.,5,0,0,선택: B_치과칫솔 / 종류: B-7 초미세모 (매우 부드러움) / 수량: 12개 실속패키지
9525,칫솔 모 가 너무 부드럽고 좋아요 만족합니다!!!,21.10.08.,5,0,0,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9526,대왕칫솔 부드럽고 좋네요. 교정칫솔은 치과에서 받은거랑 같아요,21.10.01.,5,0,0,선택: A_대왕칫솔 / 종류: A-3 대왕 스파이럴 미세모(부드러움+탄력) / 수량: 12개 실속패키지
9527,한달사용기재구매마모가 쉽게 되지않아 좋아요,21.10.10.,5,재구매,한달사용기,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 6개 실속패키지
9528,재구매배송 시작되고 이틀 걸렸습니다~디자인은 저번이랑 똑같네요!통이 좀 찌그러진거 말고는 만족합니다~,21.09.25.,5,재구매,0,선택: C_교정용칫솔 / 종류: C-1 교정 V컷 일반모(강한모) / 수량: 12개 실속패키지
9529,한달사용기찾고 있던 교정용 칫솔이에요 만족합니다,21.10.28.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-3 어금니 슬림모(부드러움) / 수량: 6개 실속패키지
9530,한달사용기잇몸이상하지않아쓰기편하고좋아요,21.10.08.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-3 (반반)교정v일반모+교정v슬림모 / 수량: 12개 실속패키지
9531,한달사용기재구매치간칫솔 항상 여기서 주문해요. 교정 중인데 2S가 딱 맞아요 잘 쓰고 있습니다,21.09.28.,5,재구매,한달사용기,선택: F_치간칫솔 / 종류: F-2 치간칫솔 L형 30p / 수량: 2S(보편적인)
9532,한달사용기교정인에게 꼭 필요한 완벽한 3가지 조합! 너무 잘 사용하고 있어요! 치실 너무 편해요ㅠㅠ,21.09.29.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9533,한달사용기잘 쓰고 있어요~ 부담없이 자주 교체해서 사용하니 좋네요^^,21.10.02.,5,0,한달사용기,선택: D_어금니칫솔 / 종류: D-3 어금니 슬림모(부드러움) / 수량: 12개 실속패키지
9534,한달사용기잘 쓰고 있어요~ 부담없이 자주 교체해서 사용하니 좋네요^^,21.10.02.,5,0,한달사용기,선택: F_치간칫솔 / 종류: F-4.리필형 치간칫솔 B세트 100p / 수량: M
9535,한달사용기잘 쓰고 있어요~ 부담없이 자주 교체해서 사용하니 좋네요^^,21.10.02.,5,0,한달사용기,선택: C_교정용칫솔 / 종류: C-2 교정 V컷 슬림 미세모(부드러움) / 수량: 12개 실속패키지
9536,항상 어금니쪽이 잘 닦이지않아 스트레스였는데 어금니칫솔 구매 후에 어금니가 완벽히 닦여 너무 행복합니다,21.09.30.,5,0,0,선택: D_어금니칫솔 / 종류: D-1 어금니 일반모(뾰족형) / 수량: 12개 실속패키지
